Name;Expansion;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;ImagePath
Kitsune;Rising Sun;Action - Attack - Omen;$5;"+1Sun.png Choose two different options: +2 Actions; +$2; each other player gains a Curse; gain a Silver.";+2?;;;+$2?;;;1?;1?;;Rising Sun/Kitsune.jpg
Litter;Rising Sun;Action;$5;+2 Cards +2 Actions + 1D;+2;+2;;+ 1D;;;;;;Rising Sun/Litter.jpg
Rice Broker;Rising Sun;Action;$5;+1 Action Trash a card from your hand. If it's a Treasure, +2 Cards. If it's an Action, +5 Cards.;+1;!+2,!+5;;;1;;;;;Rising Sun/Rice_Broker.jpg
Ronin;Rising Sun;Action - Shadow;$5;Draw until you have 7 cards in hand.You can play this from your deck as if in your hand.;;=7;;;;;;;;Rising Sun/Ronin.jpg
Tanuki;Rising Sun;Action - Shadow;$5;Trash a card from your hand. Gain a card costing up to $2 more than it.You can play this from your deck as if in your hand.;;;;;1;;;1;;Rising Sun/Tanuki.jpg
Tea House;Rising Sun;Action - Omen;$5;+1Sun.png +1 Card +1 Action +$2;+1;+1;;+$2;;;;;;Rising Sun/Tea_House.jpg
Samurai;Rising Sun;Action - Duration - Attack;$6;Each other player discards down to 3 cards in hand (once). At the start of each of your turns this game, +$1. (This stays in play.);;;;N... +$1;;;;;;Rising Sun/Samurai.jpg
Rice;Rising Sun;Treasure;$7;+1 Buy +$1 per different type among cards you have in play.;;;+1;+$X;;;;;;Rising Sun/Rice.jpg
Continue;Rising Sun;Event;8D;Once per turn: Gain a non-Attack Action card costing up to $4. Return to your Action phase and play it. +1 Action and +1 Buy.;+1;;+1;;;;;1;;Rising Sun/Continue.jpg
Amass;Rising Sun;Event;$2;If you have no Action cards in play, gain an Action card costing up to $5.;;;;;;;;!1;;Rising Sun/Amass.jpg
Asceticism;Rising Sun;Event;$2;Pay any amount of $ to trash that many cards from your hand.;;;;-$X;X;;;;;Rising Sun/Asceticism.jpg
Credit;Rising Sun;Event;$2;Gain an Action or Treasure costing up to $8. + D equal to its cost.;;;;+ XD;;;;1;;Rising Sun/Credit.jpg
Foresight;Rising Sun;Event;$2;Reveal cards from your deck until revealing an Action. Set it aside and discard the rest. Put it into your hand at end of turn.;;(N+1);;;;;;;;Rising Sun/Foresight.jpg
Kintsugi;Rising Sun;Event;$3;Trash a card from your hand. If you've gained a Gold this game, gain a card costing up to $2 more than the trashed card.;;;;;1;;;!1;;Rising Sun/Kintsugi.jpg
Practice;Rising Sun;Event;$3;You may play an Action card from your hand twice.;P2?;;;;;;;;;Rising Sun/Practice.jpg
Sea Trade;Rising Sun;Event;$4;+1 Card per Action card you have in play. Trash up to that many cards from your hand.;;+X;;;;;;X;;Rising Sun/Sea_Trade.jpg
Receive Tribute;Rising Sun;Event;$5;If you've gained at least 3 cards this turn, gain up to 3 differently named Action cards you don't have copies of in play.;;;;;;;;0-3;;Rising Sun/Receive_Tribute.jpg
Gather;Rising Sun;Event;$7;Gain a card costing exactly $3, a card costing exactly $4, and a card costing exactly $5.;;;;;;;;3;;Rising Sun/Gather.jpg
Approaching Army;Rising Sun;Prophecy;;After you play an Attack card, +$1.Setup: Add an Attack kingdom card pile to the Supply.;;;;**+$1;;;;;;Rising Sun/Approaching_Army.jpg
Biding Time;Rising Sun;Prophecy;;At the start of your Clean-up, set aside your hand face down. At the start of your next turn, put those cards into your hand.;;(-X,N+X);;;;;;;;Rising Sun/Biding_Time.jpg
Bureaucracy;Rising Sun;Prophecy;;When you gain a card that doesn't cost $0, gain a Copper.;;;;;;;;**1;;Rising Sun/Bureaucracy.jpg
Divine Wind;Rising Sun;Prophecy;;When you remove the last Sun.png, remove all Kingdom card piles from the Supply, and set up 10 new random piles.;;;;;;;;;;Rising Sun/Divine_Wind.jpg
Enlightenment;Rising Sun;Prophecy;;Treasures are also Actions. When you play a Treasure in an Action phase, instead of following its instructions, +1 Card and +1 Action.;**+1;**+1;;;;;;;;Rising Sun/Enlightenment.jpg
Flourishing Trade;Rising Sun;Prophecy;;Cards cost $1 less. You may use Action plays as Buys.;;;+X;R1, N... R1;;;;;;Rising Sun/Flourishing_Trade.jpg
Good Harvest;Rising Sun;Prophecy;;The first time you play each differently named Treasure each turn, first, +1 Buy and +$1.;;;**+1;**+$1;;;;;;Rising Sun/Good_Harvest.jpg
Great Leader;Rising Sun;Prophecy;;After each Action card you play, +1 Action.;**+1;;;;;;;;;Rising Sun/Great_Leader.jpg
Growth;Rising Sun;Prophecy;;When you gain a Treasure, gain a cheaper card.;;;;;;;;**1;;Rising Sun/Growth.jpg
Harsh Winter;Rising Sun;Prophecy;;"When you gain a card on your turn, if there's D on its pile, take it; otherwise put 2D on its pile.";;;;**+ XD;;;;;;Rising Sun/Harsh_Winter.jpg
Kind Emperor;Rising Sun;Prophecy;;At the start of your turn, and when you remove the last Sun.png: Gain an Action to your hand.;;**+1;;;;;;**1;;Rising Sun/Kind_Emperor.jpg
Panic;Rising Sun;Prophecy;;When you play a treasure, +2 Buys, and when you discard one from play, return it to its pile.;;;**+2;;**1;;;;;Rising Sun/Panic.jpg
Progress;Rising Sun;Prophecy;;When you gain a card, put it onto your deck.;;;;;;;;;;Rising Sun/Progress.jpg
Rapid Expansion;Rising Sun;Prophecy;;When you gain an Action or Treasure, set it aside, and play it at the start of your next turn.;;;;;;;;;;Rising Sun/Rapid_Expansion.jpg
Sickness;Rising Sun;Prophecy;;"At the start of your turn, choose one: Gain a Curse onto your deck; or discard 3 cards.";;**-3?;;;;;**Self?;**1?;;Rising Sun/Sickness.jpg
Black Market;Promo;Action;$3;+$2  Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.Setup: Make a Black Market deck out of different unused Kingdom cards.;;;(+1);+$2;;;;;;Promo/Black_Market.jpg
Church;Promo;Action - Duration;$3;+1 Action Set aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.;+1;- 0-3(X), N +X;;;N 1?;;;;;Promo/Church.jpg
Dismantle;Promo;Action;$4;Trash a card from your hand. If it costs $1 or more, gain a cheaper card and a Gold.;;;;;1;;;!2;;Promo/Dismantle.jpg
Envoy;Promo;Action;$4;Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.;;+5, !-1;;;;;;;;Promo/Envoy.jpg
Sauna;Promo;Action;$4;+1 Card +1 Action You may play an Avanto from your hand. This turn, when you play a Silver, you may trash a card from your hand.;+1, P1?;+1;;;X?;;;;;Promo/Sauna.jpg
Walled Village;Promo;Action;$4;+1 Card +2 ActionsAt the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.;+2;+1;;;;;;;;Promo/Walled_Village.jpg
Avanto;Promo;Action;$5;+3 Cards You may play a Sauna from your hand.;P1?;+3;;;;;;;;Promo/Avanto.jpg
Governor;Promo;Action;$5;"+1 Action Choose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly $1 ($2) more.";+1;+3?;;;1?;;;1?, !1;;Promo/Governor.jpg
Stash;Promo;Treasure;$5;$2 When shuffling this, you may look through your remaining deck, and may put this anywhere in the shuffled cards.;;;;+$2;;;;;;Promo/Stash.jpg
Marchland;Promo;Victory;$5;Worth 1 per 3 Victory cards you have (round down).When you gain this, +1 Buy, and discard any number of cards for +$1 each.;;;*+1;*+$X;;;;;X;Promo/Marchland.jpg
Summon;Promo;Event;$5;Gain an Action card costing up to $4. Set it aside. If you did, then at the start of your next turn, play it.;N P1;;;;;;;1;;Promo/Summon.jpg
Captain;Promo;Action - Duration - Command;$6;Now and at the start of your next turn: Play a non-Duration non-Command Action card from the Supply costing up to $4, leaving it there.;(P1), (N P1);;;;;;;;;Promo/Captain.jpg
Prince;Promo;Action - Duration - Command;$8;You may set aside (on this) a non-Duration non-Command Action card from your hand costing up to $4. At the start of each of your turns, play that card, leaving it set aside.;N... P1;;;;;;;;;Promo/Prince.jpg
