CSO1;CSO2;Rule
crafters_guild;gatekeeper;When you gain an Action or Treasure using Crafter's Guild while under the Gatekeeper attack, it will be gained on top of your deck and then Exiled if you do not have a copy of it in Exile.
crafters_guild;ghost_town;If you gain a Ghost Town using Crafter's Guild, it is topdecked instead of being gained to your hand.
crafters_guild;guardian;If you gain a Guardian using Crafter's Guild, it is topdecked instead of being gained to your hand.
crafters_guild;innovation;When you gain a card using Crafter's Guild and immediately play it using Innovation, you will not be able to topdeck it.
crafters_guild;night_watchman;If you gain a Night Watchman using Crafter's Guild, it is topdecked instead of being gained to your hand.
crafters_guild;rapid_expansion;When you gain a card using Crafter's Guild, it will be gained on top of your deck and then be set aside if Rapid Expansion is active.
crafters_guild;rush;When you gain a card using Crafter's Guild and immediately play it using Rush, you will not be able to topdeck it.
crafters_guild;siren;If you gain a Siren onto your deck using Crafter's Guild, you still need to trash an Action card from your hand in order to not trash the Siren.
crafters_guild;villa;If you gain a Villa using Crafter's Guild, it is first topdecked and then you put it into your hand.
craftsman;overlord;If you play Craftsman using Overlord, you can gain a Craftsman with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
credit;possession;When you buy Credit while Possessing an opponent, since they never gain a card from it, the 'it' in 'equal to its cost' is undefined, and they wouldn't be scheduled to gain debt. Therefore, you also don't gain any debt from it.
crossroads;reckless;[Only if Reckless is on Crossroads] If Crossroads is Reckless, the first time you play one will give you +6 Actions.
crown;crypt;If you play a Duration card using Crown, you can still set it aside with Crypt that turn and will NOT get the duration effect off of both plays for the next turn (e.g. Crown on Wharf, you can Crypt the Crown away and will draw only 2 cards on the next turn). With Gear, this might even strand cards. Having played Crown on a previous turn on a Duration card, you can still set it aside with Crypt. Future throned Duration effects (like with Hireling) will then not occur any more.
crown;daimyo;If you play Daimyo and then Crown, which you use to play another Daimyo from your hand, since the next non-Command card you replay is the Crown, it is replayed one more time afterwards by the second Daimyo.
crown;enchantress;If Enchantress affects Crown played in a Buy phase, its player gets +1 Card +1 Action, but has no way to use the +1 Action, since it is their Buy phase (but it might matter e.g. if the player buys Villa).
crown;enlightenment;If Enlightenment is active, Crown's Action phase mode is overwritten by Enlightenment.
crown;farmhands;If Farmhands's ability lets you play a Treasure in your Action phase, and this Treasure is a Crown, then because it is your Action phase, Crown lets you play an Action card (and not a Treasure) from your hand twice.
crown;flagship;If you play Flagship and then Crown, which you use to play another Flagship from your hand, since the next non-Command card you replay is the Crown, it is replayed one more time afterwards by the second Flagship.
crown;fortune_hunter;If Fortune Hunter's ability lets you play a Treasure in your Action phase, and this Treasure is a Crown, then because it is your Action phase, Crown lets you play an Action card (and not a Treasure) from your hand twice.
crown;landing_party;When you play Crown as the first card on your turn with Landing Parties set aside, you first finish resolving Crown before topdecking the Landing Parties.
crown;mining_road;If Mining Road's ability lets you play a Treasure in your Action phase, and this Treasure is a Crown, then because it is your Action phase, Crown lets you play an Action card (and not a Treasure) from your hand twice.
crown;outpost;If you play an Outpost using Crown, you will still only take one extra turn, but the Crown will stay out with it anyways.
crown;panic;Even if you play Crown before Panic becomes active, if Panic becomes active later that turn, you need to return the Crown to its pile when you discard it from play.
crown;reckless;When you play a Reckless card using Crown, it is played four times (although technically, two of these times the initial instructions are only followed again, and it is not a 'play' for the purpose of e.g. Conspirator).
crown;royal_galley;If you play Duration card (such as Royal Galley) multiple times using a Crown that you set aside using Royal Galley, since the Crown is not in play, you will only get the Duration's this-turn effect multiple times, whereas you get the next-turn effect only once. If you set aside cards by playing Royal Galley using the Crown that you've set aside on the first Royal Galley, only the first set-aside card will be played again at the start of the next turn, while the rest will stay set-aside until the end of the game (but still count towards your deck).
